"SPY","^VIX","^TNX","OIL","GLD","GOLD","^N225","^FTSE","SPXS","SPXL"
"2010-01-01",NA,NA,NA,NA,NA,NA,NA,5412.899902,NA,NA
"2010-01-04",100.920266,20.040001,3.841,26.58,109.800003,79.712078,10654.790039,5500.299805,406.499991,17.92011
"2010-01-05",101.187412,19.35,3.755,26.700001,109.699997,79.770224,10681.830078,5522.5,402.749991,18.08892
"2010-01-06",101.258654,19.16,3.808,27.09,111.510002,81.718206,10731.450195,5530,400.999991,18.137615
"2010-01-07",101.686096,19.059999,3.822,26.93,110.82,81.311167,10681.660156,5526.700195,395.999991,18.351878
"2010-01-08",102.024483,18.129999,3.808,27.02,111.370003,82.231851,10798.320312,5534.200195,391.749991,18.546661
"2010-01-11",102.166966,17.549999,3.818,26.82,112.849998,82.348151,NA,5538.100098,390.499991,18.618089
"2010-01-12",101.214133,18.25,3.719,26.219999,110.489998,79.246886,10879.139648,5498.700195,401.749991,18.072693
"2010-01-13",102.069011,17.85,3.783,25.93,111.540001,80.671528,10735.030273,5473.5,391.249991,18.536923
"2010-01-14",102.345064,17.629999,3.734,25.809999,112.029999,80.594003,10907.679688,5498.200195,388.499991,18.686263
"2010-01-15",101.196319,17.91,3.676,25.35,110.860001,78.898001,10982.099609,5455.399902,401.249991,18.05646
"2010-01-18",NA,NA,NA,NA,NA,NA,10855.080078,5494.399902,NA,NA
"2010-01-19",102.460826,17.58,3.707,25.700001,111.519997,79.469792,10764.900391,5513.100098,386.999991,18.705742
"2010-01-20",101.418944,18.68,3.659,25.02,108.940002,76.90156,10737.519531,5420.799805,397.749991,18.15385
"2010-01-21",99.468748,22.27,3.611,24.559999,107.370003,72.811772,10868.410156,5335.100098,419.749991,17.173435
"2010-01-22",97.251408,27.309999,3.598,23.93,107.169998,71.891088,10590.549805,5303,447.49999,16.03395
"2010-01-25",97.750085,25.41,3.63,24.27,107.480003,71.590656,10512.69043,5260.299805,440.99999,16.270945
"2010-01-26",97.340456,24.549999,3.63,24.040001,107.559998,70.0691,10325.280273,5276.899902,447.49999,16.056681
"2010-01-27",97.803519,23.139999,3.644,23.76,106.529999,69.342242,10252.080078,5217.5,440.99999,16.287169
"2010-01-28",96.681489,23.73,3.658,23.799999,106.480003,69.06119,10414.290039,5145.700195,456.49999,15.709313
"2010-01-29",95.630699,24.620001,3.609,23.49,105.959999,66.803083,10198.040039,5188.5,471.999989,15.134702
"2010-02-01",97.117831,22.59,3.654,24.16,108.349998,70.505212,10205.019531,5247.399902,450.49999,15.852159
"2010-02-02",98.29329,21.48,3.635,24.959999,109.129997,70.970404,10371.089844,5283.299805,432.99999,16.459231
"2010-02-03",97.803519,21.6,3.703,24.83,108.699997,69.313162,10404.330078,5253.200195,439.74999,16.212508
"2010-02-04",94.784728,26.08,3.61,23.59,104.370003,65.213688,10355.980469,5139.299805,480.749989,14.706178
"2010-02-05",94.980639,26.110001,3.546,23.18,104.68,67.529941,10057.089844,5060.899902,477.249989,14.777595
"2010-02-08",94.294951,26.51,3.592,23.049999,104.040001,65.756406,9951.820312,5092.299805,488.499989,14.443219
"2010-02-09",95.479316,26,3.633,23.82,105.410004,68.566924,9932.900391,5111.799805,469.74999,14.991857
"2010-02-10",95.292312,25.4,3.694,24.040001,105.120003,67.210122,9963.990234,5132,471.999989,14.897718
"2010-02-11",96.289667,23.959999,3.733,24.26,107.129997,69.981873,NA,5161.5,456.74999,15.394417
"2010-02-12",96.209525,22.73,3.693,23.940001,107.040001,68.576618,10092.19043,5142.5,456.74999,15.39766
"2010-02-15",NA,NA,NA,NA,NA,NA,10013.299805,5167.5,NA,NA
"2010-02-16",97.723371,22.25,3.664,24.889999,109.620003,71.600342,10034.25,5244.100098,434.74999,16.131342
"2010-02-17",98.186434,21.719999,3.742,25.049999,109.25,71.028551,10306.830078,5276.600098,427.74999,16.371578
"2010-02-18",98.76526,20.629999,3.803,25.57,109.980003,71.726335,10335.69043,5325.100098,419.749991,16.666999
"2010-02-19",98.970071,20.02,3.782,25.790001,109.470001,70.650585,10123.580078,5358.200195,417.249991,16.79686
"2010-02-22",98.987885,19.940001,3.799,25.77,109.07,70.369532,10400.469727,5352.100098,417.749991,16.767642
"2010-02-23",97.785706,21.370001,3.691,25.290001,107.889999,68.033892,10352.099609,5315.100098,433.74999,16.16056
"2010-02-24",98.685112,20.27,3.695,25.77,107.360001,67.684153,10198.830078,5342.899902,421.499991,16.559867
"2010-02-25",98.551535,20.1,3.642,25.15,108.309998,69.238545,10101.959961,5278.200195,422.249991,16.537145
"2010-02-26",98.61387,19.5,3.595,25.65,109.43,69.957458,10126.030273,5354.5,421.249991,16.556624
"2010-03-01",99.637945,19.26,3.606,25.33,109.43,72.08503,10172.05957,5405.899902,407.749991,17.085782
"2010-03-02",99.913998,19.059999,3.614,25.629999,111.019997,73.775439,10221.839844,5484.100098,403.749991,17.257845
"2010-03-03",100.003053,18.83,3.625,26.030001,111.629997,76.126459,10253.139648,5533.200195,402.749991,17.303298
"2010-03-04",100.30582,18.719999,3.606,25.860001,110.830002,73.668574,10145.719727,5527.200195,399.499991,17.446133
"2010-03-05",101.739524,17.42,3.682,26.309999,110.809998,75.329832,10368.959961,5599.799805,381.999991,18.183068
"2010-03-08",101.757331,17.790001,3.708,26.309999,109.879997,73.765722,10585.919922,5606.700195,381.499991,18.205791
"2010-03-09",101.926528,17.92,3.701,26.139999,109.720001,73.513131,10567.650391,5602.299805,379.749992,18.306436
"2010-03-10",102.380684,18.57,3.72,26.34,108.470001,72.201612,10563.919922,5640.600098,373.749992,18.562896
"2010-03-11",102.80812,18.059999,3.72,26.440001,108.599998,73.493704,10664.950195,5617.299805,369.749992,18.770664
"2010-03-12",102.817027,17.58,3.71,26.09,107.949997,72.512491,10751.259766,5625.700195,368.999992,18.819359
"2010-03-15",102.843741,18,3.704,25.67,108.360001,71.706147,10751.980469,5593.899902,369.249992,18.783656
"2010-03-16",103.663005,17.690001,3.653,26.27,110.400002,73.940592,10721.709961,5620.399902,359.749992,19.28684
"2010-03-17",104.277445,16.91,3.642,26.58,109.589996,73.717144,10846.980469,5644.600098,352.999992,19.64719
"2010-03-18",104.224017,16.620001,3.672,26.379999,110.339996,72.813652,10744.030273,5642.600098,354.249992,19.533572
"2010-03-19",103.696459,16.969999,3.687,25.889999,108.279999,70.598642,10824.719727,5650.100098,359.999992,19.208926
"2010-03-22",104.250838,16.870001,3.663,26.120001,107.75,71.550712,NA,5644.5,353.749992,19.575773
"2010-03-23",104.98406,16.35,3.68,26.24,108.32,72.104464,10774.150391,5673.600098,345.999992,20.018074
"2010-03-24",104.474379,17.549999,3.829,25.719999,106.300003,69.967168,10815.030273,5677.899902,350.499992,19.702381
"2010-03-25",104.304492,18.4,3.901,25.700001,106.779999,69.947741,10828.849609,5727.700195,353.499992,19.579431
"2010-03-26",104.241901,17.77,3.855,25.620001,108.589996,71.968455,10996.370117,5703,353.249992,19.59937
"2010-03-29",104.903582,17.59,3.864,26.4,108.75,72.483347,10986.469727,5710.700195,346.749992,19.931672
"2010-03-30",104.975117,17.129999,3.868,26.4,107.970001,72.172469,11097.139648,5672.299805,345.999992,19.981517
"2010-03-31",104.617449,17.59,3.833,26.66,108.949997,74.64007,11089.94043,5679.600098,349.749992,19.778815
"2010-04-01",105.332785,17.469999,3.859,27.280001,110.260002,78.681492,11244.400391,5744.899902,342.249992,20.210809
"2010-04-02",NA,NA,NA,NA,NA,NA,11286.089844,5744.899902,NA,NA
"2010-04-05",106.191184,17.02,3.994,27.85,110.889999,78.322043,11339.299805,5744.899902,332.999993,20.755792
"2010-04-06",106.441549,16.23,3.968,27.84,111.029999,78.535766,11282.320312,5780.399902,330.749993,20.915298
"2010-04-07",105.833516,16.620001,3.863,27.5,112.489998,80.634201,11292.830078,5762.100098,335.999992,20.55309
"2010-04-08",106.20012,16.48,3.896,27.440001,112.650002,79.691849,11168.200195,5712.700195,332.999993,20.745823
"2010-04-09",106.897576,16.139999,3.888,27.23,113.639999,81.090806,11204.339844,5771,326.249993,21.134621
"2010-04-12",107.067463,15.58,3.846,27.030001,113.010002,79.002087,11251.900391,5777.700195,324.249993,21.280838
"2010-04-13",107.147941,16.200001,3.811,26.99,112.690002,79.235244,11161.230469,5761.700195,323.499993,21.314064
"2010-04-14",108.364008,15.59,3.855,27.59,113.029999,79.779287,11204.900391,5796.299805,312.499993,22.031845
"2010-04-15",108.453423,15.89,3.848,27.549999,113.650002,79.206101,11273.790039,5825,311.249993,22.114918
"2010-04-16",106.727682,18.360001,3.77,26.780001,111.239998,77.641991,11102.179688,5744,326.249993,21.081454
"2010-04-19",107.130054,17.34,3.807,26.450001,111.150002,76.835647,10908.769531,5727.899902,322.999993,21.25425
"2010-04-20",108.086812,15.73,3.805,26.6,111.459999,76.03902,10900.679688,5783.700195,314.249993,21.835781
"2010-04-21",107.890101,16.32,3.738,26.57,112.309998,77.20482,11090.049805,5723.399902,315.249993,21.775967
"2010-04-22",108.211994,16.469999,3.772,26.57,111.839996,77.195103,10949.089844,5665.299805,312.249993,21.981998
"2010-04-23",108.918386,16.620001,3.817,27.02,113.190002,79.633561,10914.459961,5723.700195,305.249993,22.423962
"2010-04-26",108.507071,17.469999,3.815,26.620001,112.75,78.458052,11165.790039,5753.899902,308.749993,22.201321
"2010-04-27",105.940818,22.809999,3.69,25.959999,114.629997,77.933443,11212.660156,5603.5,330.749993,20.622874
"2010-04-28",106.745562,21.08,3.773,26.34,114.309998,80.197031,10924.790039,5586.600098,323.999993,21.058186
"2010-04-29",108.068931,18.440001,3.728,27.08,114.279999,81.207381,NA,5617.799805,311.499993,21.8524
"2010-04-30",106.235888,22.049999,3.663,27.290001,115.360001,81.838855,11057.400391,5553.299805,326.999993,20.775731
"2010-05-03",107.612905,20.190001,3.705,27.379999,115.730003,80.73135,NA,5553.299805,314.249993,21.559975
"2010-05-04",105.082412,23.84,3.613,26.17,114.870003,80.401044,NA,5411.100098,336.499992,20.024724
"2010-05-05",104.456499,24.91,3.55,25.219999,115.089996,79.079809,NA,5341.899902,343.499992,19.602689
"2010-05-06",100.987136,32.799999,3.398,24.299999,118.489998,81.848572,10695.69043,5261,377.749992,17.632126
"2010-05-07",99.484937,40.950001,3.429,23.780001,118.269997,80.993658,10364.589844,5123,398.249991,16.758158
"2010-05-10",103.866353,28.84,3.539,24.459999,117.57,80.051305,10530.700195,5387.399902,343.499992,19.014509
"2010-05-11",103.571276,28.32,3.535,24.08,120.660004,87.191802,10411.099609,5334.200195,345.749992,18.898209
"2010-05-12",105.019821,25.52,3.567,24.01,121.400002,88.182725,10394.030273,5383.5,330.749993,19.72232
"2010-05-13",103.714339,26.68,3.564,23.549999,120.559998,86.336888,10620.549805,5433.700195,341.749992,19.031128
"2010-05-14",101.836592,31.24,3.442,22.639999,120.370003,87.259807,10462.509766,5262.899902,360.749992,17.971077
"2010-05-17",101.890239,30.84,3.472,22.01,119.360001,85.753984,10235.759766,5262.5,360.249992,18.004303
"2010-05-18",100.504286,33.549999,3.376,21.73,119.489998,84.772778,10242.639648,5307.299805,375.499992,17.273235
"2010-05-19",99.93202,35.32,3.359,21.77,116.629997,81.54741,10186.839844,5158.100098,382.499991,16.937604
"2010-05-20",96.158637,45.790001,3.264,20.809999,115.839996,77.408834,10030.30957,5073.100098,426.24999,14.996937
"2010-05-21",97.562478,40.099998,3.2,20.93,115.220001,79.342109,9784.540039,5062.899902,407.249991,15.598417
"2010-05-24",96.310644,38.32,3.227,20.84,116.839996,79.468409,9758.400391,5069.600098,422.749991,15.053433
"2010-05-25",96.409003,34.610001,3.158,20.65,117.360001,82.208028,9459.889648,4940.700195,421.499991,15.08002
"2010-05-26",95.827793,35.02,3.218,21.129999,118.470001,81.89715,9522.660156,5038.100098,427.99999,14.860698
"2010-05-27",99.037854,29.68,3.338,22.33,118.690002,85.044796,9639.719727,5195.200195,383.749991,16.349423
"2010-05-28",97.794963,32.07,3.301,22.110001,118.879997,84.957357,9762.980469,5188.399902,396.749991,15.811088
"2010-05-31",NA,NA,NA,NA,NA,NA,9768.700195,5188.399902,NA,NA
"2010-06-01",96.149694,35.540001,3.296,21.52,119.910004,86.045436,9711.830078,5163.299805,418.749991,14.907215
"2010-06-02",98.653362,30.17,3.334,21.959999,119.779999,87.988429,9603.240234,5151.299805,386.999991,16.076937
"2010-06-03",98.993143,29.459999,3.379,22.280001,117.959999,84.695057,9914.19043,5211.200195,381.249991,16.292928
"2010-06-04",95.514837,35.48,3.195,21.200001,119.190002,83.733277,9901.19043,5126,422.249991,14.631408
"2010-06-07",94.325594,36.57,3.184,21.15,121.489998,83.830426,9520.799805,5069.100098,438.49999,13.993381
"2010-06-08",95.336006,33.700001,3.168,21.530001,121,84.257886,9537.94043,5028.200195,426.49999,14.388818
"2010-06-09",94.826332,33.73,3.187,22.049999,120.559998,84.588192,9439.129883,5085.899902,431.99999,14.182796
"2010-06-10",97.598245,30.57,3.319,22.65,118.970001,86.443753,9542.650391,5132.5,392.999991,15.455519
"2010-06-11",98.072153,28.790001,3.216,22.280001,120.010002,86.191162,9705.25,5163.700195,386.999991,15.671521
"2010-06-14",97.920146,28.58,3.275,22.33,119.599998,86.103724,9879.849609,5202.100098,388.249991,15.638293
"2010-06-15",100.146618,25.870001,3.31,22.959999,120.989998,88.25073,9887.889648,5217.799805,361.999992,16.691695
"2010-06-16",100.11085,25.92,3.282,23.15,120.330002,88.619903,10067.150391,5237.899902,362.499992,16.665116
"2010-06-17",100.271801,25.049999,3.19,22.879999,121.900002,91.02921,9999.400391,5253.899902,360.999992,16.711633
"2010-06-18",100.380514,23.950001,3.223,23.09,122.830002,92.272732,9995.019531,5250.799805,360.499992,16.758158
"2010-06-21",100.093019,24.879999,3.243,22.99,120.389999,92.340736,10238.009766,5299.100098,364.499992,16.562096
"2010-06-22",98.439922,27.049999,3.166,22.790001,121.449997,92.282441,10112.889648,5247,382.499991,15.746024
"2010-06-23",98.134463,26.91,3.115,22.26,120.949997,93.302515,9923.700195,5178.5,386.249991,15.589658
"2010-06-24",96.508317,29.74,3.123,22.370001,121.300003,92.263015,9928.339844,5100.200195,404.999991,14.807849
"2010-06-25",96.91261,28.530001,3.113,23.26,122.760002,95.3718,9737.480469,5046.5,399.249991,15.010785
"2010-06-28",96.607144,29,3.032,22.92,121.089996,94.361443,9693.94043,5071.700195,404.249991,14.827811
"2010-06-29",93.624388,34.130001,2.967,22.200001,121.269997,93.273372,9570.669922,4914.200195,441.99999,13.447157
"2010-06-30",92.734954,34.540001,2.951,22.09,121.68,92.049284,9382.639648,4916.899902,456.24999,13.008013
"2010-07-01",92.321682,32.860001,2.927,21.299999,117.040001,90.01886,9191.599609,4805.799805,459.99999,12.891579
"2010-07-02",91.818561,30.120001,2.979,21.16,118.489998,90.475457,9203.709961,4838.100098,467.74999,12.681987
"2010-07-05",NA,NA,NA,NA,NA,NA,9266.780273,4823.5,NA,NA
"2010-07-06",92.420508,29.65,2.932,21.18,116.510002,90.951496,9338.040039,4965,461.49999,12.868284
"2010-07-07",95.331388,26.84,2.98,21.870001,117.730003,92.748763,9279.650391,5014.799805,416.749991,14.105876
"2010-07-08",96.274733,25.709999,3.02,22.290001,117.209999,91.485815,9535.740234,5105.5,404.749991,14.508432
"2010-07-09",96.993465,24.98,3.056,22.370001,118.360001,90.640617,9585.320312,5132.899902,395.249991,14.854419
"2010-07-12",97.056354,24.43,3.046,21.959999,117.339996,89.348525,9548.110352,5167,394.999991,14.864399
"2010-07-13",98.520784,24.559999,3.114,22.65,118.360001,90.572613,9537.230469,5271,376.749992,15.576354
"2010-07-14",98.511798,24.889999,3.05,22.57,118.300003,91.310945,9795.240234,5253.5,376.499992,15.556393
"2010-07-15",98.538749,25.139999,2.978,22.51,118.230003,91.476105,9685.530273,5211.299805,375.749992,15.589658
"2010-07-16",95.825522,26.25,2.939,22.24,116.669998,88.551899,9408.360352,5158.899902,407.499991,14.272222
"2010-07-19",96.391525,25.969999,2.964,22.42,115.730003,87.998146,NA,5148.299805,399.999991,14.538374
"2010-07-20",97.460647,23.93,2.932,22.68,116.650002,88.765629,9300.459961,5139.5,386.749991,15.037403
"2010-07-21",96.193871,25.639999,2.892,22.280001,115.849998,88.02729,9278.830078,5214.600098,401.249991,14.445215
"2010-07-22",98.341095,24.629999,2.932,23.08,116.860001,89.620543,9220.879883,5313.799805,373.999992,15.410007
"2010-07-23",99.194599,23.469999,2.994,23.07,116.089996,89.659404,9430.959961,5312.600098,363.749992,15.849153
"2010-07-26",100.227777,22.780001,2.994,23.049999,115.519997,88.581042,9503.660156,5351.100098,351.249992,16.371466
"2010-07-27",100.218798,23.190001,3.047,22.59,113.510002,85.413962,9496.849609,5365.700195,353.249992,16.304936
"2010-07-28",99.571934,24.25,3.001,22.389999,113.779999,85.666553,9753.269531,5319.700195,359.999992,15.978901
"2010-07-29",99.086786,24.129999,2.999,22.84,114.290001,85.85114,9696.019531,5314,365.499992,15.736043
"2010-07-30",99.068814,23.5,2.907,23.02,115.489998,87.318094,9537.299805,5258,364.499992,15.769308
"2010-08-02",101.305885,22.01,2.963,23.809999,115.540001,85.491683,9570.30957,5397.100098,340.999992,16.777346
"2010-08-03",100.820738,22.629999,2.914,24.110001,115.989998,85.744275,9694.009766,5396.5,345.499992,16.541136
"2010-08-04",101.494553,22.209999,2.952,24.110001,116.720001,87.920424,9489.339844,5386.200195,338.749992,16.897114
"2010-08-05",101.38674,22.1,2.915,23.969999,116.980003,84.481326,9653.919922,5365.799805,339.499992,16.850533
"2010-08-06",100.973467,21.74,2.824,23.629999,117.839996,83.762421,9642.120117,5332.399902,343.249992,16.640942
"2010-08-09",101.512518,22.139999,2.822,23.85,117.400002,83.781848,9572.490234,5410.5,337.999992,16.923732
"2010-08-10",100.964481,22.370001,2.781,23.389999,117.730003,84.831066,9551.049805,5376.399902,343.999992,16.591038
"2010-08-11",98.197352,25.389999,2.685,22.639999,117.339996,83.927574,9292.849609,5245.200195,372.999992,15.210396
"2010-08-12",97.595405,25.73,2.735,22.09,118.769997,84.89907,9212.589844,5266.100098,379.499992,14.954224
"2010-08-13",97.307911,26.24,2.688,21.99,118.739998,83.432108,9253.459961,5275.399902,382.999991,14.787889
"2010-08-16",97.262994,26.1,2.575,21.879999,119.730003,84.937931,9196.669922,5276.100098,382.749991,14.794535
"2010-08-17",98.457888,24.33,2.645,22.049999,119.75,87.230663,9161.679688,5350.600098,367.999992,15.353448
"2010-08-18",98.637576,24.59,2.641,21.940001,120.220001,87.687267,9240.540039,5302.899902,366.249992,15.463234
"2010-08-19",96.92159,26.440001,2.579,21.639999,120.389999,89.41653,9362.679688,5211.299805,384.249991,14.668121
"2010-08-20",96.607144,25.49,2.612,21.41,119.970001,88.046716,9179.379883,5195.299805,388.249991,14.528394
"2010-08-23",96.238795,25.66,2.607,21.040001,119.779999,87.590119,9116.69043,5234.799805,393.249991,14.348743
"2010-08-24",94.810303,27.459999,2.499,20.59,120.360001,85.307097,8995.139648,5156,410.999991,13.716633
"2010-08-25",95.178659,26.700001,2.538,21,121.360001,87.609546,8845.389648,5109.399902,406.999991,13.859695
"2010-08-26",94.540781,27.370001,2.499,21.18,120.959999,88.309025,8906.480469,5155.799805,414.749991,13.590219
"2010-08-27",96.005204,24.450001,2.652,21.809999,121.010002,89.81484,8991.05957,5201.600098,393.749991,14.2323
"2010-08-30",94.612649,27.209999,2.545,21.450001,120.910004,88.474177,9149.259766,5201.600098,411.249991,13.616827
"2010-08-31",94.612649,26.049999,2.477,20.700001,122.080002,89.8537,8824.05957,5225.200195,411.749991,13.683368
"2010-09-01",97.442675,23.889999,2.582,21.379999,121.690002,89.299948,8927.019531,5366.399902,374.249992,14.827811
"2010-09-02",98.350082,23.190001,2.628,21.709999,122.290001,89.513678,9062.839844,5371,362.749992,15.260299
"2010-09-03",99.625837,21.309999,2.706,21.51,121.860001,88.979352,9114.129883,5428.200195,348.499992,15.85581
"2010-09-06",NA,NA,NA,NA,NA,NA,9301.320312,5439.200195,NA,NA
"2010-09-07",98.502811,23.799999,2.609,21.299999,122.699997,89.921705,9226,5407.799805,359.999992,15.33682
"2010-09-08",99.194599,23.25,2.654,21.549999,122.709999,90.728049,9024.599609,5429.700195,353.499992,15.62958
"2010-09-09",99.652788,22.809999,2.761,21.389999,121.559998,91.223514,9098.389648,5494.200195,348.749992,15.832515
"2010-09-10",100.155908,21.99,2.795,22.030001,121.730003,91.20408,9239.169922,5501.600098,343.749992,16.075383
"2010-09-13",101.269948,21.209999,2.741,22.23,121.620003,91.495532,9321.820312,5565.5,331.499993,16.630961
"2010-09-14",101.207059,21.559999,2.666,22.15,124.019997,95.507809,9299.30957,5567.399902,331.999993,16.607676
"2010-09-15",101.59338,22.1,2.723,21.879999,123.940002,94.54603,9516.55957,5555.600098,327.999993,16.793984
"2010-09-16",101.566428,21.719999,2.759,21.530001,124.629997,95.099782,9509.5,5540.100098,328.499993,16.78067
"2010-09-17",101.604362,22.01,2.746,21.290001,124.540001,95.3718,9626.089844,5508.5,327.999993,16.800631
"2010-09-20",103.157919,21.5,2.706,21.67,124.870003,96.693036,NA,5602.5,312.499993,17.572469
"2010-09-21",102.95018,22.35,2.594,21.280001,126.010002,97.810258,9602.110352,5576.200195,314.749993,17.46933
"2010-09-22",102.444367,22.51,2.548,21.24,126.199997,99.830972,9566.320312,5551.899902,318.999993,17.196671
"2010-09-23",101.613396,23.870001,2.555,21.309999,126.300003,98.412589,NA,5547.100098,326.999993,16.783331
"2010-09-24",103.70889,21.709999,2.612,21.799999,126.690002,99.316081,9471.669922,5598.5,306.749993,17.786671
"2010-09-27",103.212111,22.540001,2.517,21.690001,126.720001,98.27658,9603.139648,5573.399902,310.499993,17.6
"2010-09-28",103.573404,22.6,2.456,21.639999,127.849998,100.773325,9495.759766,5578.399902,305.999993,17.82
"2010-09-29",103.392761,23.25,2.506,22.16,127.949997,99.88926,9559.379883,5569.299805,307.999993,17.700001
"2010-09-30",103.085659,23.700001,2.517,22.780001,127.910004,98.568024,9369.349609,5548.600098,310.499993,17.58333
"2010-10-01",103.519213,22.5,2.526,23.32,128.910004,100.365291,9404.230469,5592.899902,306.499993,17.783331
"2010-10-04",102.742434,23.530001,2.479,23.32,128.460007,99.840682,9381.05957,5556,313.749993,17.383329
"2010-10-05",104.810832,21.76,2.474,23.629999,130.990005,102.045983,9518.759766,5635.799805,294.499993,18.42
"2010-10-06",104.801798,21.49,2.399,23.780001,131.809998,101.861396,9691.429688,5681.399902,295.249993,18.383329
"2010-10-07",104.675346,21.559999,2.396,23.23,130.369995,98.121137,9684.80957,5662.100098,296.249993,18.32333
"2010-10-08",105.262447,20.709999,2.381,23.690001,131.660004,100.462447,9588.879883,5657.600098,290.499994,18.646669
"2010-10-11",105.361803,18.959999,NA,23.42,132.289993,100.200138,NA,5672.399902,289.749994,18.719999
"2010-10-12",105.686966,18.93,2.422,23.35,131.960007,99.286929,9388.639648,5661.600098,286.499994,18.90667
"2010-10-13",106.508902,19.07,2.431,23.690001,134.070007,100.462447,9403.509766,5747.399902,280.499994,19.31333
"2010-10-14",106.093417,19.879999,2.495,23.6,134.75,102.123705,9583.509766,5727.200195,283.249994,19.133329
"2010-10-15",106.310191,19.030001,2.576,23.23,133.679993,100.8899,9500.25,5703.399902,281.499994,19.216669
"2010-10-18",106.834066,19.09,2.491,23.75,134.279999,99.471516,9498.490234,5742.5,278.499994,19.33667
"2010-10-19",105.434063,20.629999,2.475,22.639999,130.110001,93.603677,9539.450195,5703.899902,289.249994,18.683331
"2010-10-20",106.463745,19.790001,2.47,23.290001,131.320007,94.293439,9381.599609,5728.899902,280.249994,19.23667
"2010-10-21",106.69858,19.27,2.531,22.799999,129.470001,91.738406,9376.480469,5757.899902,278.749994,19.363331
"2010-10-22",106.897292,18.780001,2.563,23.209999,129.729996,91.748123,9426.709961,5741.399902,276.249994,19.50333
"2010-10-25",107.213421,19.85,2.554,23.290001,130.850006,91.757832,9401.160156,5752,273.999994,19.696671
"2010-10-26",107.231489,20.219999,2.636,23.360001,130.880005,91.310945,9377.379883,5707.299805,273.999994,19.690001
"2010-10-27",106.924387,20.709999,2.712,23.190001,129.520004,88.891921,9387.030273,5646,275.749994,19.559999
"2010-10-28",106.942456,20.879999,2.661,23.17,131.240005,90.41717,9366.030273,5677.899902,274.999994,19.58
"2010-10-29",107.023743,21.200001,2.612,23.02,132.619995,91.24294,9202.450195,5675.200195,273.999994,19.65333
"2010-11-01",107.059873,21.83,2.628,23.450001,131.919998,91.524675,9154.719727,5694.600098,274.249994,19.65333
"2010-11-02",107.908912,21.57,2.594,23.75,132.490005,92.331019,9159.980469,5757.399902,267.249994,20.120001
"2010-11-03",108.342459,19.559999,2.619,24.08,131.570007,90.893201,NA,5749,264.249994,20.376671
"2010-11-04",110.428925,18.52,2.484,24.6,136.029999,94.536313,9358.780273,5862.799805,249.499994,21.469999
"2010-11-05",110.84441,18.26,2.536,24.700001,136.380005,94.244868,9625.990234,5875.399902,245.999995,21.773331
"2010-11-08",110.636664,18.290001,2.563,24.66,137.779999,95.284369,9732.919922,5850,247.249994,21.67667
"2010-11-09",109.841824,19.08,2.659,24.35,135.589996,93.865985,9694.490234,5875.200195,252.749994,21.17
"2010-11-10",110.284405,18.469999,2.648,25,137.240005,96.527883,9830.519531,5816.899902,249.249994,21.453329
"2010-11-11",109.86892,18.639999,2.648,24.870001,137.660004,97.479946,9861.459961,5815.200195,251.499994,21.280001
"2010-11-12",108.568266,20.610001,2.756,23.93,133.690002,95.702113,9724.80957,5796.899902,261.249994,20.453329
"2010-11-15",108.414719,20.200001,2.911,23.91,132.419998,94.798621,9827.509766,5820.399902,261.749994,20.373329
"2010-11-16",106.725683,22.58,2.847,23.24,130.970001,92.59332,9797.099609,5681.899902,274.499994,19.41667
"2010-11-17",106.779874,21.76,2.864,22.74,130.380005,91.835554,9811.660156,5692.600098,273.249994,19.5
"2010-11-18",108.351493,18.75,2.902,23.24,132.089996,93.58425,10013.629883,5768.700195,261.499994,20.360001
"2010-11-19",108.64956,18.040001,2.875,23.049999,132.199997,93.914556,10022.389648,5732.799805,258.749994,20.533331
"2010-11-22",108.559239,18.370001,2.813,22.959999,133.479996,94.711182,10115.19043,5680.799805,259.249994,20.533331
"2010-11-23",106.987613,20.629999,2.762,22.870001,134.410004,93.049924,NA,5581.299805,269.749994,19.629999
"2010-11-24",108.568266,19.559999,2.914,23.639999,134.179993,92.98192,10030.110352,5657.100098,257.249994,20.556669
"2010-11-25",NA,NA,NA,NA,NA,NA,10079.759766,5698.899902,NA,NA
"2010-11-26",107.303749,22.219999,2.864,23.58,133.110001,92.719619,10039.55957,5668.700195,265.499994,19.91667
"2010-11-29",107.628913,21.530001,2.822,24.120001,133.509995,91.359523,10125.990234,5551,263.999994,20.02667
"2010-11-30",107.023743,23.540001,2.797,23.639999,135.419998,91.378949,9937.040039,5528.299805,268.499994,19.65
"2010-12-01",109.299887,21.360001,2.964,24.4,135.380005,91.36924,9988.049805,5642.5,251.249994,20.896669
"2010-12-02",110.69989,19.389999,3,24.790001,135.199997,91.563536,10168.519531,5767.600098,241.749995,21.713329
"2010-12-03",110.997958,18.01,3.017,25.17,138.070007,90.922345,10178.320312,5745.299805,239.499995,21.91333
"2010-12-06",110.88054,18.02,2.941,25.129999,139.110001,90.786336,10167.230469,5770.299805,239.999995,21.853331
"2010-12-07",110.943766,17.99,3.165,24.84,136.5,88.619903,10141.099609,5808.5,239.999995,21.883329
"2010-12-08",111.350217,17.74,3.236,24.91,134.789993,86.774058,10232.330078,5794.5,237.749995,22.06333
"2010-12-09",111.78377,17.25,3.223,24.92,135.369995,86.327171,10285.879883,5808,234.999995,22.303329
