"SPY","^VIX","^TNX","OIL","GLD","GOLD","^N225","^FTSE","SPXS","SPXL"
"2015-06-24",209.421083,13.26,2.371,12.26,112.589996,70.5,20868.029297,6844.799805,17.76,94.110001
"2015-06-25",208.744608,14.01,2.393,12.12,112.440002,69.739998,20771.400391,6807.799805,17.93,93.220001
"2015-06-26",208.814238,14.02,2.476,12.11,112.559998,68.910004,20706.150391,6753.700195,17.93,93.18
"2015-06-29",204.40716,18.85,2.331,11.79,113.07,68.690002,20109.949219,6620.5,19.07,87.32
"2015-06-30",204.824986,18.23,2.335,12.05,112.370003,66.949997,20235.730469,6521,18.959999,87.970001
"2015-07-01",206.496304,16.09,2.418,11.5,111.980003,65.029999,20329.320312,6608.600098,18.48,89.860001
"2015-07-02",206.247597,16.790001,2.393,11.41,111.760002,66.550003,20522.5,6630.5,18.549999,89.57
"2015-07-03",NA,NA,NA,NA,NA,NA,20539.789062,6585.799805,NA,NA
"2015-07-06",205.60095,17.01,2.278,10.61,112.059998,67,20112.119141,6535.700195,18.709999,88.910004
"2015-07-07",206.934015,16.09,2.231,10.61,110.760002,64.150002,20376.589844,6432.200195,18.34,90.5
"2015-07-08",203.47202,19.66,2.21,10.35,111.089996,64.169998,19737.640625,6490.700195,19.26,86.010002
"2015-07-09",203.740628,19.969999,2.301,10.54,111.360001,64.410004,19855.5,6581.600098,19.16,86.379997
"2015-07-10",206.406758,16.83,2.417,10.55,111.489998,64.160004,19779.830078,6673.399902,18.440001,89.669998
"2015-07-13",208.674963,13.9,2.43,10.44,110.989998,65.080002,20089.769531,6738,17.83,92.629997
"2015-07-14",209.630004,13.37,2.399,10.59,110.739998,64.639999,20385.330078,6753.799805,17.6,93.849998
"2015-07-15",209.540473,13.23,2.35,10.27,110.160004,63.529999,20463.330078,6753.799805,17.620001,93.830002
"2015-07-16",211.171989,12.11,2.352,10.11,109.760002,63.48,20600.119141,6796.5,17.200001,95.790001
"2015-07-17",211.370951,11.95,2.349,10.11,108.650002,61.880001,20650.919922,6775.100098,17.15,96.230003
"2015-07-20",211.520169,12.25,2.372,9.92,105.699997,58.560001,NA,6788.700195,17.110001,96.410004
"2015-07-21",210.664617,12.22,2.34,10.05,105.370003,59.889999,20841.970703,6769.100098,17.309999,95.230003
"2015-07-22",210.197047,12.12,2.322,9.69,104.800003,60.23,20593.669922,6667.299805,17.42,94.580002
"2015-07-23",209.053002,12.64,2.277,9.57,104.330002,58.310001,20683.949219,6655,17.690001,93.099998
"2015-07-24",206.864385,13.74,2.271,9.48,105.349998,60.450001,20544.529297,6579.799805,18.24,90.190002
"2015-07-27",205.670595,15.6,2.228,9.22,104.860001,57.59,20350.099609,6505.100098,18.59,88.610001
"2015-07-28",208.227294,13.44,2.25,9.34,105.019997,58.98,20328.890625,6555.299805,17.91,91.730003
"2015-07-29",209.679748,12.5,2.279,9.6,105.169998,60.540001,20302.910156,6631,17.530001,93.720001
"2015-07-30",209.729492,12.13,2.268,9.52,104.269997,59.02,20522.830078,6668.899902,17.49,93.779999
"2015-07-31",209.361396,12.12,2.205,9.17,104.93,60.369999,20585.240234,6696.299805,17.58,93.300003
"2015-08-03",208.645119,12.56,2.15,8.83,104.099998,58.419998,20548.109375,6688.600098,17.76,92.330002
"2015-08-04",208.237252,13,2.211,8.91,104.309998,58.619999,20520.359375,6686.600098,17.870001,91.779999
"2015-08-05",209.013216,12.51,2.268,8.79,103.93,59.110001,20614.060547,6752.399902,17.67,92.730003
"2015-08-06",207.272268,13.77,2.234,8.68,104.389999,60.049999,20664.439453,6747.100098,18.07,90.580002
"2015-08-07",206.844484,13.39,2.175,8.46,104.650002,60.259998,20724.560547,6718.5,18.23,89.949997
"2015-08-10",209.540473,12.23,2.238,8.67,105.720001,61.900002,20808.689453,6736.200195,17.530001,93.269997
"2015-08-11",207.580662,13.71,2.137,8.4,106.260002,62.25,20720.75,6664.5,18,90.790001
"2015-08-12",207.749781,13.61,2.13,8.37,107.769997,65.25,20392.769531,6571.200195,17.93,90.959999
"2015-08-13",207.620448,13.49,2.189,8.12,106.860001,61.950001,20595.550781,6568.299805,18,90.839996
"2015-08-14",208.277038,12.83,2.196,8.05,106.849998,62.02,20519.449219,6550.700195,17.82,91.730003
"2015-08-17",209.470828,13.02,2.15,7.98,107.129997,62.869999,20620.259766,6550.299805,17.52,93.190002
"2015-08-18",208.844082,13.79,2.196,8.08,107.110001,62.41,20554.470703,6526.299805,17.66,92.389999
"2015-08-19",207.202623,15.25,2.129,7.66,108.550003,63.189999,20222.630859,6403.5,18.07,90.199997
"2015-08-20",202.954706,19.139999,2.084,7.62,110.440002,66.660004,20033.519531,6367.899902,19.209999,84.510002
"2015-08-21",196.607718,28.030001,2.054,7.5,111.129997,65.75,19435.830078,6187.700195,21.030001,76.529999
"2015-08-24",188.569512,40.740002,1.997,7.01,110.529999,62.450001,18540.679688,5898.899902,23.629999,67.190002
"2015-08-25",186.261506,36.02,2.133,7.16,109.160004,61.830002,17806.699219,6081.299805,24.440001,64.790001
"2015-08-26",193.672966,30.32,2.172,7.19,107.669998,58.75,18376.830078,5979.200195,21.549999,72.440002
"2015-08-27",198.129803,26.1,2.168,7.98,107.730003,60.73,18574.439453,6192,19.99,77.650002
"2015-08-28",198.209391,26.049999,2.186,8.56,108.699997,61.240002,19136.320312,6247.899902,20.02,77.580002
"2015-08-31",196.518172,28.43,2.2,9.18,108.82,60.290001,18890.480469,NA,20.49,75.690002
"2015-09-01",190.927248,31.4,2.172,8.47,109.199997,59.310001,18165.689453,6058.5,22.280001,68.290001
"2015-09-02",194.349456,26.09,2.193,8.63,108.620003,59.189999,18095.400391,6083.299805,21.07,72.809998
"2015-09-03",194.637949,25.610001,2.168,8.82,107.839996,58.560001,18182.390625,6194.100098,21.02,72.900002
"2015-09-04",191.59378,27.799999,2.128,8.62,107.489998,57.150002,17792.160156,6042.899902,21.969999,69.669998
"2015-09-07",NA,NA,NA,NA,NA,NA,17860.470703,6074.5,NA,NA
"2015-09-08",196.4386,24.9,2.194,8.63,107.519997,56.970001,17427.080078,6146.100098,20.280001,74.900002
"2015-09-09",193.752554,26.23,2.181,8.32,106.129997,56.290001,18770.509766,6229,21.139999,71.879997
"2015-09-10",194.836927,24.370001,2.222,8.53,106.379997,56.490002,18299.619141,6155.799805,20.74,73.040001
"2015-09-11",195.791953,23.200001,2.183,8.35,106.160004,57.84,18264.220703,6117.799805,20.469999,74.029999
"2015-09-14",194.966244,24.25,2.18,8.22,106.220001,55.52,17965.699219,6084.600098,20.719999,73.160004
"2015-09-15",197.423469,22.540001,2.281,8.43,105.900002,55.549999,18026.480469,6137.600098,19.92,75.940002
